scenario,coverage_mean,coverage_std,mae_mean,mae_std,width_mean,width_std
Holdout-Dual-SCM,0.7386666666666667,0.08481530001478556,7.939600238103871,0.3164777906228486,21.93943535137084,3.504266555535095
Holdout-Fly-ash-only,0.8376569037656904,0.06088309425164091,6.209753935886522,0.44188273293167657,22.80918548412699,3.0559418469725697
Holdout-No-SCM,0.45905172413793105,0.08903989621501836,11.074710933359984,0.36611340113088897,21.394693730158732,2.187706365809293
Holdout-Slag-only,0.7520958083832335,0.05765665221518821,7.943933745933789,0.27604953000985427,22.220636492063488,2.5579521636644493
SCM-enrichment-0,0.9099454691277729,0.03622436496528254,4.7422173198299795,0.4596484704990483,22.89631211055611,3.708469905434428
SCM-enrichment-2.5,0.8919651465003581,0.05666038738831842,5.479710528058608,0.37371431509647574,23.919632375180385,3.8048075754906985
